Number,Year,Date,Source,Plant Height,Stem Diameter,Leaf Width,Leaf Length,NDVI,RVI,LNC,LNA,LAI,LDW,Photo Path,Sensor Path
CK12,2025,20250513,2025,128.0,10.7,39.0,46.0,0.41,2.45,2.12,0.14,1.5,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
CK13,2025,20250513,2025,104.0,9.9,31.0,34.0,0.4,2.37,2.16,0.14,1.44,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
CK21,2025,20250513,2025,125.0,14.4,23.0,42.0,0.41,2.43,2.28,0.16,1.61,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
CK22,2025,20250513,2025,119.0,13.3,38.0,43.0,0.43,2.5,2.33,0.17,1.56,0.08,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
CK23,2025,20250513,2025,108.0,12.1,31.0,39.0,0.42,2.31,2.12,0.14,1.52,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
L411,2025,20250513,2025,124.0,11.7,37.0,41.0,0.38,2.11,1.99,0.12,1.38,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
L412,2025,20250513,2025,56.0,5.1,4.0,12.0,0.36,2.11,1.94,0.11,1.37,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
L413,2025,20250513,2025,125.0,10.4,31.0,41.0,0.38,2.22,1.99,0.13,1.38,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
L421,2025,20250513,2025,109.0,14.2,30.0,34.0,0.44,2.66,2.38,0.17,1.62,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
L422,2025,20250513,2025,108.0,13.1,26.0,45.0,0.44,2.57,2.42,0.17,1.65,0.07,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
L423,2025,20250513,2025,115.0,11.4,37.0,42.0,0.42,2.41,2.31,0.15,1.58,0.06,"images/11,411/1747095609_1747095144_6.jpg;images/11,411/1747131626_1747116744_6.jpg;images/11,411/1747182003_1747123943_6.jpg;images/11,411/1747182370_1747131135_6.jpg;images/11,411/1747182761_1747181541_6.jpg",../data.csv
L511,2025,20250513,2025,127.0,12.6,36.0,44.0,0.41,2.28,2.11,0.13,1.5,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L512,2025,20250513,2025,124.0,12.0,44.0,48.0,0.39,2.26,2.07,0.14,1.52,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L513,2025,20250513,2025,107.0,11.2,30.0,36.0,0.44,2.53,2.29,0.17,1.56,0.08,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L521,2025,20250513,2025,102.0,9.7,29.0,45.0,0.38,2.27,2.09,0.14,1.49,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L522,2025,20250513,2025,101.0,11.4,33.0,43.0,0.44,2.43,2.3,0.14,1.54,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L523,2025,20250513,2025,112.0,12.1,37.0,43.0,0.42,2.39,2.32,0.15,1.53,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L611,2025,20250513,2025,112.0,12.8,34.0,36.0,0.41,2.33,2.16,0.14,1.48,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L612,2025,20250513,2025,119.0,11.1,31.0,43.0,0.4,2.24,2.24,0.15,1.48,0.06,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L613,2025,20250513,2025,114.0,9.9,41.0,47.0,0.41,2.39,2.13,0.14,1.61,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L621,2025,20250513,2025,125.0,12.5,27.0,43.0,0.43,2.58,2.37,0.17,1.57,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L622,2025,20250513,2025,94.0,11.5,19.0,30.0,0.43,2.52,2.35,0.17,1.61,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L623,2025,20250513,2025,106.0,11.8,37.0,41.0,0.44,2.48,2.29,0.16,1.58,0.07,"images/511,611/1747095298_1747095063_4.jpg;images/511,611/1747181691_1747181463_4.jpg;images/511,611/1747189022_1747188664_4.jpg;images/511,611/1747210492_1747203063_4.jpg;images/511,611/1747217814_1747210264_4.jpg",../data.csv
L514,2025,20250513,2025,118.0,13.3,36.0,42.0,0.39,2.19,2.07,0.13,1.53,0.06,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L515,2025,20250513,2025,108.0,12.1,35.0,44.0,0.41,2.33,2.17,0.14,1.46,0.06,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L516,2025,20250513,2025,105.0,12.1,28.0,39.0,0.41,2.34,2.23,0.15,1.48,0.06,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L524,2025,20250513,2025,127.0,12.3,38.0,41.0,0.42,2.48,2.14,0.16,1.56,0.07,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L525,2025,20250513,2025,106.0,13.5,22.0,30.0,0.42,2.47,2.24,0.16,1.54,0.07,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L526,2025,20250513,2025,122.0,13.8,45.0,46.0,0.42,2.5,2.28,0.15,1.48,0.07,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L614,2025,20250513,2025,88.0,11.4,33.0,34.0,0.42,2.41,2.24,0.17,1.65,0.08,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L615,2025,20250513,2025,124.0,11.5,37.0,42.0,0.38,2.15,1.99,0.12,1.4,0.06,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L616,2025,20250513,2025,107.0,12.2,40.0,44.0,0.4,2.39,2.25,0.15,1.52,0.07,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L624,2025,20250513,2025,108.0,12.4,33.0,44.0,0.42,2.42,2.21,0.15,1.52,0.07,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L625,2025,20250513,2025,125.0,12.4,34.0,45.0,0.4,2.38,2.24,0.15,1.52,0.07,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L626,2025,20250513,2025,126.0,13.8,25.0,42.0,0.44,2.44,2.3,0.16,1.56,0.07,"images/514,614/1747095464_1747095105_5.jpg;images/514,614/1747131467_1747116705_5.jpg;images/514,614/1747181856_1747123904_5.jpg;images/514,614/1747182239_1747131100_5.jpg;images/514,614/1747182626_1747181503_5.jpg",../data.csv
L111,2025,20250514,2025,140.0,13.8,36.0,47.0,0.37,2.16,2.05,0.13,1.42,0.06,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L112,2025,20250514,2025,141.0,13.6,22.0,36.0,0.39,2.28,2.0,0.14,1.39,0.06,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L113,2025,20250514,2025,128.0,10.4,33.0,38.0,0.4,2.24,2.09,0.13,1.42,0.06,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L121,2025,20250514,2025,135.0,10.5,20.0,40.0,0.42,2.39,2.16,0.14,1.5,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L122,2025,20250514,2025,130.0,11.7,38.0,46.0,0.41,2.37,2.27,0.15,1.55,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L123,2025,20250514,2025,118.0,11.1,33.0,44.0,0.4,2.42,2.21,0.15,1.57,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L214,2025,20250514,2025,139.0,10.2,31.0,42.0,0.4,2.29,1.97,0.13,1.43,0.06,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L215,2025,20250514,2025,138.0,12.0,37.0,43.0,0.35,2.09,1.93,0.11,1.37,0.06,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L216,2025,20250514,2025,124.0,11.6,35.0,44.0,0.41,2.28,2.1,0.13,1.44,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L224,2025,20250514,2025,75.0,12.5,10.0,28.0,0.4,2.32,2.16,0.14,1.41,0.06,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L225,2025,20250514,2025,73.0,6.7,17.0,27.0,0.39,2.43,2.17,0.13,1.42,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L226,2025,20250514,2025,123.0,14.1,29.0,37.0,0.43,2.45,2.22,0.16,1.55,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L211,2025,20250514,2025,127.0,11.7,36.0,43.0,0.39,2.4,2.21,0.14,1.54,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L212,2025,20250514,2025,131.0,10.0,37.0,40.0,0.4,2.07,2.01,0.12,1.46,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L213,2025,20250514,2025,129.0,12.8,35.0,32.0,0.39,2.25,2.02,0.13,1.51,0.06,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L221,2025,20250514,2025,123.0,14.3,30.0,47.0,0.42,2.37,2.26,0.15,1.51,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L222,2025,20250514,2025,129.0,13.4,40.0,43.0,0.42,2.44,2.24,0.15,1.61,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L223,2025,20250514,2025,110.0,11.6,34.0,42.0,0.4,2.35,2.19,0.15,1.51,0.07,"images/111,211/1747217724_1747217464_4.jpg;images/111,211/1747268156_1747267864_4.jpg;images/111,211/1747275448_1747275150_4.jpg;images/111,211/1747289907_1747289464_4.jpg;images/111,211/1747296961_1747296664_4.jpg",../data.csv
L311,2025,20250514,2025,114.0,11.7,37.0,52.0,0.39,2.35,2.19,0.14,1.53,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L312,2025,20250514,2025,120.0,10.9,27.0,46.0,0.42,2.44,2.25,0.17,1.57,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L313,2025,20250514,2025,132.0,9.1,30.0,40.0,0.41,2.36,2.34,0.17,1.58,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L321,2025,20250514,2025,133.0,12.3,33.0,45.0,0.41,2.43,2.24,0.15,1.44,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L322,2025,20250514,2025,129.0,13.7,24.0,35.0,0.42,2.44,2.29,0.16,1.55,0.07,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
L323,2025,20250514,2025,120.0,12.5,29.0,34.0,0.39,2.32,2.09,0.14,1.47,0.06,"images/214,311/1747218170_1747217500_5.jpg;images/214,311/1747268259_1747267907_5.jpg;images/214,311/1747289827_1747275105_5.jpg;images/214,311/1747290098_1747289506_5.jpg;images/214,311/1747297087_1747296709_5.jpg",../data.csv
CK11,2025,20250514,2025,121.0,9.8,28.0,42.0,0.38,2.22,2.09,0.13,1.51,0.07,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
CK12,2025,20250514,2025,134.0,10.4,37.0,46.0,0.4,2.43,2.07,0.14,1.48,0.06,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
CK13,2025,20250514,2025,108.0,9.6,30.0,34.0,0.39,2.29,2.09,0.13,1.41,0.06,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
CK21,2025,20250514,2025,129.0,14.6,22.0,40.0,0.4,2.39,2.26,0.15,1.61,0.07,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
CK22,2025,20250514,2025,121.0,13.3,37.0,43.0,0.41,2.43,2.29,0.16,1.53,0.07,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
CK23,2025,20250514,2025,111.0,12.3,29.0,39.0,0.41,2.28,2.1,0.14,1.52,0.07,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
L411,2025,20250514,2025,128.0,11.5,33.0,41.0,0.37,2.08,1.96,0.11,1.35,0.06,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
L412,2025,20250514,2025,58.0,5.0,4.0,12.0,0.35,2.09,1.91,0.11,1.36,0.06,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
L413,2025,20250514,2025,130.0,10.4,28.0,40.0,0.37,2.18,1.95,0.12,1.38,0.06,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
L421,2025,20250514,2025,111.0,14.2,29.0,35.0,0.43,2.67,2.38,0.16,1.62,0.07,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
L422,2025,20250514,2025,109.0,12.6,25.0,46.0,0.43,2.54,2.4,0.17,1.63,0.07,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
L423,2025,20250514,2025,118.0,11.5,37.0,41.0,0.41,2.36,2.3,0.14,1.58,0.06,"images/11,411/1747189209_1747188745_6.jpg;images/11,411/1747210802_1747203146_6.jpg;images/11,411/1747211194_1747210342_6.jpg;images/11,411/1747217950_1747217541_6.jpg;images/11,411/1747268432_1747267943_6.jpg",../data.csv
L511,2025,20250514,2025,131.0,12.5,35.0,44.0,0.41,2.27,2.11,0.13,1.5,0.07,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L512,2025,20250514,2025,127.0,12.0,42.0,48.0,0.39,2.22,2.04,0.14,1.49,0.07,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L513,2025,20250514,2025,111.0,11.5,28.0,36.0,0.42,2.45,2.21,0.16,1.52,0.07,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L521,2025,20250514,2025,106.0,9.6,29.0,45.0,0.35,2.18,2.02,0.14,1.44,0.06,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L522,2025,20250514,2025,105.0,11.4,32.0,42.0,0.43,2.37,2.25,0.14,1.49,0.07,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L523,2025,20250514,2025,117.0,12.1,36.0,43.0,0.42,2.38,2.29,0.15,1.53,0.07,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L611,2025,20250514,2025,115.0,12.6,31.0,35.0,0.41,2.33,2.15,0.14,1.46,0.07,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L612,2025,20250514,2025,124.0,10.8,31.0,43.0,0.4,2.22,2.23,0.14,1.46,0.06,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L613,2025,20250514,2025,120.0,9.6,40.0,46.0,0.41,2.35,2.09,0.14,1.59,0.06,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
L621,2025,20250514,2025,127.0,11.8,26.0,41.0,0.43,2.56,2.34,0.16,1.55,0.07,"images/511,611/1747218050_1747217463_4.jpg;images/511,611/1747268113_1747267864_4.jpg;images/511,611/1747289694_1747275064_4.jpg;images/511,611/1747289962_1747289464_4.jpg;images/511,611/1747296930_1747296664_4.jpg",../data.csv
