Number,Year,Date,Source,Plant Height,Stem Diameter,Leaf Width,Leaf Length,NDVI,RVI,LNC,LNA,LAI,LDW,Photo Path,Sensor Path
512,2023,20230529,2023,62.2,nan,nan,nan,0.46,2.61,2.34,0.16,1.6,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
513,2023,20230529,2023,55.3,nan,nan,nan,0.46,35.46,2.32,0.16,1.49,0.06,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
521,2023,20230529,2023,87.0,nan,nan,nan,0.44,2.57,2.4,0.15,1.59,1.01,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
522,2023,20230529,2023,81.1,nan,nan,nan,0.43,2.48,2.52,0.2,1.55,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
523,2023,20230529,2023,99.7,nan,nan,nan,0.36,2.37,2.2,0.16,1.42,0.07,"images/511,411/5_6_3.jpg;images/511,411/5_6_4.jpg;images/511,411/5_7_1.jpg;images/511,411/5_7_2.jpg;images/511,411/5_7_3.jpg",
517,2023,20230529,2023,68.4,nan,nan,nan,0.44,2.51,2.39,0.16,1.63,0.06,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
518,2023,20230529,2023,66.5,nan,nan,nan,0.48,2.48,2.29,0.17,1.57,0.06,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
519,2023,20230529,2023,55.4,nan,nan,nan,0.44,2.42,2.47,0.18,1.61,0.08,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
527,2023,20230529,2023,99.3,nan,nan,nan,0.45,2.56,2.32,0.17,1.63,0.07,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
528,2023,20230529,2023,92.8,nan,nan,nan,0.44,2.54,2.33,0.18,1.66,0.07,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
529,2023,20230529,2023,83.2,nan,nan,nan,0.45,2.67,2.33,0.2,1.7,0.07,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
614,2023,20230529,2023,70.3,nan,nan,nan,0.44,2.46,2.4,0.15,1.62,0.08,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
615,2023,20230529,2023,60.3,nan,nan,nan,0.44,2.55,2.46,0.18,1.59,0.07,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
616,2023,20230529,2023,58.5,nan,nan,nan,0.45,2.61,2.42,0.18,1.57,0.07,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
624,2023,20230529,2023,92.1,nan,nan,nan,0.43,2.56,2.42,0.17,1.6,0.07,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
625,2023,20230529,2023,98.7,nan,nan,nan,0.43,2.52,2.34,0.18,1.58,0.08,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
626,2023,20230529,2023,104.0,nan,nan,nan,0.46,2.6,2.39,0.15,1.63,0.07,"images/517,614/5_6_3.jpg;images/517,614/5_6_4.jpg;images/517,614/5_7_1.jpg;images/517,614/5_7_2.jpg;images/517,614/5_7_3.jpg",
514,2023,20230529,2023,60.0,nan,nan,nan,0.45,2.53,2.51,0.19,1.66,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
515,2023,20230529,2023,64.1,nan,nan,nan,0.44,2.51,2.49,0.2,1.64,0.08,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
516,2023,20230529,2023,66.0,nan,nan,nan,0.44,2.52,2.44,0.18,1.56,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
524,2023,20230529,2023,95.9,nan,nan,nan,0.43,2.54,2.35,0.15,1.63,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
525,2023,20230529,2023,105.6,nan,nan,nan,0.43,2.59,2.53,0.19,1.53,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
526,2023,20230529,2023,111.3,nan,nan,nan,0.45,2.53,2.38,0.19,1.66,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
611,2023,20230529,2023,56.2,nan,nan,nan,0.44,2.64,2.47,0.18,1.66,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
612,2023,20230529,2023,53.6,nan,nan,nan,0.45,2.58,2.38,0.16,1.63,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
613,2023,20230529,2023,53.4,nan,nan,nan,0.45,2.6,2.56,0.18,1.68,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
621,2023,20230529,2023,101.6,nan,nan,nan,0.45,2.65,2.41,0.17,1.62,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
622,2023,20230529,2023,93.3,nan,nan,nan,0.43,2.5,2.5,0.16,1.63,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
623,2023,20230529,2023,100.3,nan,nan,nan,0.47,2.59,2.6,0.18,1.51,0.07,"images/514,611/5_6_3.jpg;images/514,611/5_6_4.jpg;images/514,611/5_7_1.jpg;images/514,611/5_7_2.jpg;images/514,611/5_7_3.jpg",
111,2023,20230530,2023,77.6,nan,nan,nan,0.41,2.42,2.34,0.15,1.49,0.06,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
112,2023,20230530,2023,76.5,nan,nan,nan,0.41,2.39,2.31,0.15,1.58,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
113,2023,20230530,2023,52.0,nan,nan,nan,0.37,2.2,2.04,0.13,1.4,0.06,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
121,2023,20230530,2023,106.5,nan,nan,nan,0.44,2.37,2.18,0.15,1.56,0.06,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
122,2023,20230530,2023,107.7,nan,nan,nan,0.43,2.34,2.19,0.14,1.54,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
123,2023,20230530,2023,95.5,nan,nan,nan,0.43,2.52,2.35,0.16,1.65,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
211,2023,20230530,2023,77.7,nan,nan,nan,0.42,2.43,2.24,0.15,1.53,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
212,2023,20230530,2023,80.7,nan,nan,nan,0.43,2.56,2.35,0.17,1.61,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
213,2023,20230530,2023,82.3,nan,nan,nan,0.4,2.32,2.12,0.14,1.48,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
221,2023,20230530,2023,88.4,nan,nan,nan,0.41,2.51,2.26,0.16,1.6,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
222,2023,20230530,2023,94.0,nan,nan,nan,0.45,2.55,2.39,0.17,1.66,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
223,2023,20230530,2023,94.9,nan,nan,nan,0.42,2.46,2.24,0.15,1.59,0.07,"images/111,211/5_7_4.jpg;images/111,211/5_8_1.jpg;images/111,211/5_8_2.jpg;images/111,211/5_8_3.jpg;images/111,211/5_8_4.jpg",
214,2023,20230530,2023,91.3,nan,nan,nan,0.42,2.46,2.36,0.15,1.59,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
215,2023,20230530,2023,85.1,nan,nan,nan,0.4,2.69,2.34,0.18,1.66,0.08,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
216,2023,20230530,2023,89.1,nan,nan,nan,0.45,2.49,2.28,0.15,1.59,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
224,2023,20230530,2023,115.5,nan,nan,nan,0.41,2.41,2.23,0.15,1.5,0.06,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
225,2023,20230530,2023,95.5,nan,nan,nan,0.43,2.43,2.22,0.15,1.52,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
226,2023,20230530,2023,108.6,nan,nan,nan,0.41,2.43,2.22,0.15,1.5,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
311,2023,20230530,2023,78.1,nan,nan,nan,0.41,2.44,2.27,0.15,1.5,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
312,2023,20230530,2023,92.1,nan,nan,nan,0.41,2.41,2.22,0.13,1.45,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
313,2023,20230530,2023,97.4,nan,nan,nan,0.4,2.37,2.2,0.16,1.52,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
321,2023,20230530,2023,88.3,nan,nan,nan,0.4,2.35,2.21,0.15,1.54,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
322,2023,20230530,2023,106.0,nan,nan,nan,0.43,2.44,2.3,0.15,1.48,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
323,2023,20230530,2023,113.1,nan,nan,nan,0.44,2.63,2.5,0.21,1.65,0.07,"images/214,311/5_7_4.jpg;images/214,311/5_8_1.jpg;images/214,311/5_8_2.jpg;images/214,311/5_8_3.jpg;images/214,311/5_8_4.jpg",
314,2023,20230530,2023,62.6,nan,nan,nan,0.39,2.32,2.21,0.14,1.47,0.06,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
315,2023,20230530,2023,78.2,nan,nan,nan,0.42,2.52,2.29,0.15,1.54,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
316,2023,20230530,2023,82.8,nan,nan,nan,0.4,2.32,2.16,0.15,1.48,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
324,2023,20230530,2023,102.7,nan,nan,nan,0.43,2.37,2.17,0.14,1.54,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
325,2023,20230530,2023,59.8,nan,nan,nan,0.41,2.42,2.28,0.16,1.59,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
326,2023,20230530,2023,109.2,nan,nan,nan,0.46,2.63,2.49,0.19,1.67,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
711,2023,20230530,2023,53.0,nan,nan,nan,0.42,2.44,2.26,0.15,1.57,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
712,2023,20230530,2023,75.1,nan,nan,nan,0.46,2.64,2.37,0.18,1.65,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
713,2023,20230530,2023,47.9,nan,nan,nan,0.43,2.58,2.39,0.18,1.63,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
721,2023,20230530,2023,97.8,nan,nan,nan,0.47,2.74,2.41,0.15,1.56,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
722,2023,20230530,2023,111.1,nan,nan,nan,0.43,2.5,2.3,0.16,1.62,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
723,2023,20230530,2023,102.9,nan,nan,nan,0.47,2.59,2.45,0.18,1.65,0.07,"images/314,711/5_7_4.jpg;images/314,711/5_8_1.jpg;images/314,711/5_8_2.jpg;images/314,711/5_8_3.jpg;images/314,711/5_8_4.jpg",
714,2023,20230530,2023,60.1,nan,nan,nan,0.49,2.77,2.61,0.19,1.79,0.08,"images/714,999/5_7_4.jpg;images/714,999/5_8_1.jpg;images/714,999/5_8_2.jpg;images/714,999/5_8_3.jpg;images/714,999/5_8_4.jpg",
715,2023,20230530,2023,68.5,nan,nan,nan,0.46,2.84,2.63,0.2,1.76,0.08,"images/714,999/5_7_4.jpg;images/714,999/5_8_1.jpg;images/714,999/5_8_2.jpg;images/714,999/5_8_3.jpg;images/714,999/5_8_4.jpg",
716,2023,20230530,2023,52.2,nan,nan,nan,0.42,2.61,2.29,0.17,1.57,0.07,"images/714,999/5_7_4.jpg;images/714,999/5_8_1.jpg;images/714,999/5_8_2.jpg;images/714,999/5_8_3.jpg;images/714,999/5_8_4.jpg",
724,2023,20230530,2023,93.2,nan,nan,nan,0.48,2.53,2.34,0.18,1.68,0.07,"images/714,999/5_7_4.jpg;images/714,999/5_8_1.jpg;images/714,999/5_8_2.jpg;images/714,999/5_8_3.jpg;images/714,999/5_8_4.jpg",
725,2023,20230530,2023,52.4,nan,nan,nan,0.41,2.36,2.3,0.16,1.59,0.07,"images/714,999/5_7_4.jpg;images/714,999/5_8_1.jpg;images/714,999/5_8_2.jpg;images/714,999/5_8_3.jpg;images/714,999/5_8_4.jpg",
726,2023,20230530,2023,101.2,nan,nan,nan,0.44,2.59,2.36,0.16,1.65,0.07,"images/714,999/5_7_4.jpg;images/714,999/5_8_1.jpg;images/714,999/5_8_2.jpg;images/714,999/5_8_3.jpg;images/714,999/5_8_4.jpg",
411,2023,20230530,2023,55.5,nan,nan,nan,0.47,2.63,2.43,0.16,1.63,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
412,2023,20230530,2023,40.2,nan,nan,nan,0.43,2.63,2.35,0.16,1.65,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
413,2023,20230530,2023,47.2,nan,nan,nan,0.42,2.45,2.31,0.17,1.56,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
421,2023,20230530,2023,93.6,nan,nan,nan,0.46,2.49,2.44,0.17,1.66,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
422,2023,20230530,2023,89.0,nan,nan,nan,0.43,2.35,2.3,0.15,1.47,0.08,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
423,2023,20230530,2023,97.8,nan,nan,nan,0.44,2.51,2.39,0.15,1.58,0.06,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
511,2023,20230530,2023,59.0,nan,nan,nan,0.44,2.54,2.29,0.17,1.64,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
512,2023,20230530,2023,63.8,nan,nan,nan,0.46,2.59,2.33,0.16,1.59,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
513,2023,20230530,2023,60.0,nan,nan,nan,0.45,75.89,2.27,0.16,1.48,0.06,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
521,2023,20230530,2023,91.1,nan,nan,nan,0.44,2.52,2.36,0.14,1.58,0.88,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
522,2023,20230530,2023,85.3,nan,nan,nan,0.44,2.51,2.55,0.2,1.59,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
523,2023,20230530,2023,103.8,nan,nan,nan,0.37,2.39,2.21,0.16,1.45,0.07,"images/511,411/5_7_4.jpg;images/511,411/5_8_1.jpg;images/511,411/5_8_2.jpg;images/511,411/5_8_3.jpg;images/511,411/5_8_4.jpg",
517,2023,20230530,2023,71.7,nan,nan,nan,0.44,2.54,2.39,0.17,1.62,0.06,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
518,2023,20230530,2023,68.8,nan,nan,nan,0.48,2.5,2.31,0.17,1.57,0.06,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
519,2023,20230530,2023,57.9,nan,nan,nan,0.45,2.44,2.46,0.18,1.61,0.08,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
527,2023,20230530,2023,104.7,nan,nan,nan,0.45,2.59,2.33,0.17,1.62,0.07,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
528,2023,20230530,2023,95.8,nan,nan,nan,0.44,2.53,2.35,0.18,1.67,0.07,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
529,2023,20230530,2023,86.4,nan,nan,nan,0.45,2.69,2.35,0.2,1.68,0.07,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
614,2023,20230530,2023,72.6,nan,nan,nan,0.44,2.43,2.37,0.15,1.62,0.08,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
615,2023,20230530,2023,63.5,nan,nan,nan,0.44,2.58,2.46,0.18,1.61,0.07,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
616,2023,20230530,2023,60.8,nan,nan,nan,0.45,2.6,2.4,0.18,1.59,0.07,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
624,2023,20230530,2023,96.4,nan,nan,nan,0.44,2.55,2.44,0.18,1.61,0.07,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
625,2023,20230530,2023,102.1,nan,nan,nan,0.43,2.5,2.34,0.18,1.59,0.08,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
626,2023,20230530,2023,107.9,nan,nan,nan,0.46,2.59,2.4,0.15,1.61,0.07,"images/517,614/5_7_4.jpg;images/517,614/5_8_1.jpg;images/517,614/5_8_2.jpg;images/517,614/5_8_3.jpg;images/517,614/5_8_4.jpg",
514,2023,20230530,2023,64.5,nan,nan,nan,0.45,2.56,2.49,0.19,1.66,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
515,2023,20230530,2023,68.5,nan,nan,nan,0.44,2.52,2.5,0.2,1.65,0.08,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
516,2023,20230530,2023,70.3,nan,nan,nan,0.44,2.53,2.41,0.18,1.55,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
524,2023,20230530,2023,99.4,nan,nan,nan,0.43,2.5,2.35,0.15,1.61,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
525,2023,20230530,2023,107.4,nan,nan,nan,0.43,2.56,2.51,0.19,1.53,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
526,2023,20230530,2023,113.9,nan,nan,nan,0.45,2.52,2.41,0.19,1.69,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
611,2023,20230530,2023,58.2,nan,nan,nan,0.44,2.64,2.48,0.18,1.66,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
612,2023,20230530,2023,55.2,nan,nan,nan,0.45,2.58,2.37,0.16,1.62,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
613,2023,20230530,2023,54.6,nan,nan,nan,0.45,2.63,2.57,0.19,1.69,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
621,2023,20230530,2023,105.2,nan,nan,nan,0.45,2.71,2.45,0.17,1.66,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
622,2023,20230530,2023,96.6,nan,nan,nan,0.43,2.48,2.5,0.17,1.64,0.07,"images/514,611/5_7_4.jpg;images/514,611/5_8_1.jpg;images/514,611/5_8_2.jpg;images/514,611/5_8_3.jpg;images/514,611/5_8_4.jpg",
